============================================================
  Generated by:           Genus(TM) Synthesis Solution 19.12-s121_1
  Generated on:           Jun 07 2026  12:44:32 pm
  Module:                 top_NUM_HEADS8_TILE_DIM8_D_HEAD8_D_MODEL512_FIFO_D256
  Technology libraries:   typical 
                          physical_cells 
  Operating conditions:   typical 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                       Instance                                             Module                        Cell Count   Cell Area    Net Area     Total Area 
------------------------------------------------------------------------------------------------------------------------------------------------------------
top_NUM_HEADS8_TILE_DIM8_D_HEAD8_D_MODEL512_FIFO_D256                                                        3432394 12258610.850 3479269.455  15737880.305 
      pipe_gen[7].u_pipe_exp_gen[6].u_exp             bf16_exp_62                                               1181     2813.027    1119.924      3932.951 
      pipe_gen[3].u_pipe_exp_gen[5].u_exp             bf16_exp_29                                               1170     2814.181    1115.633      3929.814 
      pipe_gen[6].u_pipe_exp_gen[6].u_exp             bf16_exp_54                                               1179     2800.741    1126.526      3927.266 
      pipe_gen[6].u_pipe_exp_gen[0].u_exp             bf16_exp_48                                               1168     2814.472    1112.440      3926.912 
      pipe_gen[7].u_pipe_exp_gen[3].u_exp             bf16_exp_59                                               1191     2802.510    1122.618      3925.128 
      pipe_gen[6].u_pipe_exp_gen[4].u_exp             bf16_exp_52                                               1183     2794.713    1127.856      3922.569 
      pipe_gen[1].u_pipe_exp_gen[7].u_exp             bf16_exp_15                                               1172     2803.041    1114.402      3917.443 
      pipe_gen[1].u_pipe_exp_gen[1].u_exp             bf16_exp_9                                                1169     2790.626    1118.144      3908.770 
      pipe_gen[3].u_pipe_exp_gen[4].u_exp             bf16_exp_28                                               1172     2792.601    1113.454      3906.055 
      pipe_gen[7].u_pipe_exp_gen[5].u_exp             bf16_exp_61                                               1151     2801.869    1103.942      3905.811 
      pipe_gen[3].u_pipe_exp_gen[1].u_exp             bf16_exp_25                                               1152     2801.929    1101.431      3903.360 
      pipe_gen[7].u_pipe_exp_gen[0].u_exp             bf16_exp_56                                               1166     2781.862    1108.299      3890.161 
      pipe_gen[7].u_pipe_exp_gen[4].u_exp             bf16_exp_60                                               1158     2782.538    1105.638      3888.176 
      pipe_gen[6].u_pipe_exp_gen[1].u_exp             bf16_exp_49                                               1153     2765.891    1099.236      3865.126 
      pipe_gen[7].u_pipe_exp_gen[1].u_exp             bf16_exp_57                                               1170     2733.418    1111.841      3845.259 
      pipe_gen[7].u_pipe_exp_gen[7].u_exp             bf16_exp_63                                               1151     2734.153    1098.255      3832.408 
    head_gen[0].u_head                                chiplet_head_HEAD_ID0_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      294792   895955.039  286558.984   1182514.023 
      sa_main                                         systolic_array_M8_N8_K8                                 207942   605580.016  200056.423    805636.439 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_206                                          2043     6284.395    1960.544      8244.939 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_204                                          2049     6211.515    1962.772      8174.288 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_203                                          2023     6167.089    1943.714      8110.804 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_205                                          1984     6101.656    1921.230      8022.887 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_207                                          1989     6096.612    1916.191      8012.803 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_238                                          1990     5988.104    1888.486      7876.589 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_250                                          1938     5924.637    1847.958      7772.595 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_248                                          1955     5898.517    1867.565      7766.082 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_241                                          1954     5897.166    1862.775      7759.941 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_223                                          1941     5905.057    1854.377      7759.435 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_243                                          1951     5881.357    1859.865      7741.222 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_240                                          1958     5865.839    1867.615      7733.453 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_239                                          1932     5894.165    1832.143      7726.307 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_234                                          1932     5882.870    1843.235      7726.105 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_225                                          1937     5874.072    1851.799      7725.872 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_229                                          1954     5874.414    1850.536      7724.950 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_245                                          1923     5875.064    1843.900      7718.964 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_215                                          1948     5850.474    1860.115      7710.589 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_236                                          1937     5855.442    1853.645      7709.087 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_242                                          1914     5877.997    1828.634      7706.630 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_226                                          1919     5855.442    1839.460      7694.902 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_255                                          1938     5850.953    1839.410      7690.363 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_237                                          1927     5839.830    1848.740      7688.569 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_224                                          1942     5830.929    1854.045      7684.974 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_244                                          1920     5860.221    1823.096      7683.317 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_252                                          1900     5848.191    1823.312      7671.503 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_251                                          1886     5842.779    1819.919      7662.699 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_235                                          1923     5824.756    1836.633      7661.389 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_212                                          1922     5826.286    1835.086      7661.373 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_222                                          1930     5811.025    1846.278      7657.303 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_213                                          1920     5816.659    1835.136      7651.795 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_231                                          1918     5817.129    1822.680      7639.809 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_228                                          1891     5817.258    1819.404      7636.662 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_249                                          1904     5803.868    1824.642      7628.511 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_214                                          1945     5784.349    1838.362      7622.711 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_253                                          1923     5777.192    1835.452      7612.644 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_247                                          1888     5784.417    1818.722      7603.139 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_227                                          1940     5751.901    1850.552      7602.454 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_246                                          1869     5768.317    1801.227      7569.545 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_254                                          1901     5746.113    1820.136      7566.249 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_230                                          1921     5723.011    1836.200      7559.211 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_232                                          1899     5686.254    1816.627      7502.881 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_233                                          1883     5648.523    1805.302      7453.825 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_204                                              1164     2990.226    1024.067      4014.293 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_203                                              1143     2865.934    1003.180      3869.114 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_206                                              1098     2797.928     970.202      3768.130 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_207                                               983     2520.147     872.866      3393.013 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_205                                               974     2446.429     853.758      3300.187 
      u_tx_crc_inst                                   ucie_crc8_W496_7                                          2939     7654.618    2330.066      9984.684 
    head_gen[7].u_head                                chiplet_head_HEAD_ID7_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      288633   886527.851  281856.313   1168384.164 
      sa_main                                         systolic_array_M8_N8_K8_3                               203461   598810.698  196531.066    795341.765 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_653                                          1932     6005.127    1868.513      7873.639 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_651                                          1968     5950.398    1887.521      7837.919 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_652                                          1891     5971.089    1853.329      7824.419 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_699                                          1958     5947.594    1866.966      7814.560 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_698                                          1954     5953.450    1857.188      7810.638 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_655                                          1866     5954.742    1829.798      7784.539 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_673                                          1939     5900.825    1855.841      7756.666 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_661                                          1927     5897.670    1848.041      7745.711 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_654                                          1881     5899.090    1841.223      7740.312 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_660                                          1939     5870.225    1849.155      7719.380 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_671                                          1985     5838.521    1880.603      7719.124 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_675                                          1977     5840.103    1873.834      7713.938 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_690                                          1960     5855.006    1858.368      7713.374 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_700                                          1960     5842.232    1860.164      7702.397 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_670                                          1934     5849.671    1843.401      7693.072 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_663                                          1936     5841.386    1851.084      7692.470 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_693                                          1927     5841.830    1833.939      7675.769 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_689                                          1926     5830.553    1839.210      7669.763 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_678                                          1954     5811.290    1853.995      7665.284 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_702                                          1962     5800.953    1863.823      7664.776 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_695                                          1931     5821.515    1842.453      7663.969 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_691                                          1920     5824.713    1838.146      7662.859 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_694                                          1936     5809.392    1842.470      7651.862 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_685                                          1902     5817.651    1824.277      7641.927 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_672                                          1917     5805.288    1834.255      7639.542 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_701                                          1940     5780.287    1850.536      7630.823 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_681                                          1910     5800.363    1829.449      7629.811 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_680                                          1915     5796.096    1831.710      7627.807 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_696                                          1927     5787.221    1836.317      7623.538 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_677                                          1921     5787.786    1832.392      7620.178 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_692                                          1894     5804.381    1815.612      7619.994 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_679                                          1944     5755.586    1851.866      7607.452 
        pe_row_g[2].pe_col_g[2].u_add                 fp32_add_pip_658                                          1951     5744.557    1851.982      7596.539 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_683                                          1924     5753.765    1835.020      7588.785 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_674                                          1933     5735.049    1844.981      7580.030 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_687                                          1909     5734.776    1827.603      7562.378 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_688                                          1902     5738.144    1821.716      7559.860 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_684                                          1897     5738.238    1818.074      7556.312 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_682                                          1923     5702.867    1834.670      7537.538 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_686                                          1907     5712.965    1818.340      7531.304 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_676                                          1896     5684.356    1817.209      7501.565 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_662                                          1963     5645.206    1848.074      7493.280 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_697                                          1896     5612.750    1818.805      7431.555 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_1101                                              925     2419.787     834.933      3254.720 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_1099                                              896     2281.260     797.482      3078.741 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_1102                                              868     2260.081     776.478      3036.559 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_1103                                              864     2236.919     775.463      3012.383 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_1100                                              855     2226.112     768.362      2994.475 
      u_rxa                                           ucie_rx_TILE_DIM8_15                                      4906    20573.472    3583.513     24156.984 
      u_tx_crc_inst                                   ucie_crc8_W496_28                                         2996     7430.865    2423.594      9854.458 
    head_gen[5].u_head                                chiplet_head_HEAD_ID5_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      287282   880867.512  281239.185   1162106.697 
      sa_main                                         systolic_array_M8_N8_K8_8                               200224   595903.339  194544.978    790448.318 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_527                                          1985     6136.515    1921.280      8057.795 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_525                                          1965     6049.279    1901.324      7950.603 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_523                                          1947     6021.568    1885.875      7907.443 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_524                                          1967     6004.391    1894.472      7898.864 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_542                                          1994     5961.513    1897.216      7858.730 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_526                                          1924     5974.415    1870.974      7845.389 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_547                                          1959     5958.837    1870.093      7828.930 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_549                                          1984     5924.509    1879.888      7804.397 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_571                                          1937     5901.980    1854.876      7756.856 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_572                                          1931     5894.062    1849.388      7743.450 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_559                                          1935     5888.659    1846.611      7735.269 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_570                                          1928     5891.762    1843.318      7735.080 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_533                                          1941     5878.296    1850.236      7728.532 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_561                                          1963     5851.842    1867.016      7718.858 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_560                                          1919     5873.260    1836.766      7710.026 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_563                                          1939     5858.015    1848.839      7706.855 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_543                                          1954     5828.868    1864.289      7693.157 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_558                                          1919     5853.039    1836.866      7689.905 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_568                                          1910     5859.110    1829.765      7688.874 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_532                                          1929     5825.457    1858.867      7684.324 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_562                                          1930     5837.812    1842.769      7680.581 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_552                                          1926     5833.793    1836.899      7670.692 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_535                                          1922     5826.021    1843.950      7669.971 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_569                                          1958     5819.044    1849.272      7668.316 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_565                                          1918     5828.561    1836.600      7665.160 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_573                                          1938     5822.883    1842.071      7664.954 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_564                                          1922     5825.833    1839.111      7664.944 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_575                                          1922     5819.900    1839.992      7659.892 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_551                                          1885     5836.854    1812.602      7649.456 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_545                                          1920     5807.322    1836.699      7644.022 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_566                                          1895     5813.949    1816.793      7630.742 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_553                                          1919     5790.291    1834.038      7624.329 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_534                                          1901     5791.984    1823.961      7615.944 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_548                                          1905     5787.085    1823.927      7611.012 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_546                                          1896     5793.018    1816.111      7609.129 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_554                                          1907     5757.724    1827.270      7584.994 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_567                                          1901     5757.835    1826.439      7584.274 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_574                                          1868     5778.834    1800.994      7579.828 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_544                                          1893     5760.768    1812.053      7572.821 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_550                                          1892     5754.330    1815.928      7570.258 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_555                                          1868     5719.086    1794.908      7513.994 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_556                                          1889     5693.291    1810.424      7503.715 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_557                                          1888     5690.752    1809.842      7500.593 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_845                                               976     2445.026     862.639      3307.665 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_847                                               914     2360.723     815.476      3176.199 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_846                                               868     2203.805     766.367      2970.172 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_844                                               860     2185.380     763.074      2948.454 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_843                                               838     2162.646     746.594      2909.239 
      u_tx_crc_inst                                   ucie_crc8_W496_22                                         2878     7937.076    2301.246     10238.322 
    head_gen[3].u_head                                chiplet_head_HEAD_ID3_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      285849   881890.417  280110.248   1162000.665 
      sa_main                                         systolic_array_M8_N8_K8_6                               201275   595914.112  195416.847    791330.959 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_399                                          2032     6163.413    1946.575      8109.988 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_396                                          1978     6065.105    1894.605      7959.710 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_395                                          1955     6061.540    1891.928      7953.468 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_397                                          1976     6040.797    1897.266      7938.064 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_398                                          1943     5991.353    1879.472      7870.825 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_425                                          1966     5958.538    1852.681      7811.219 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_422                                          1962     5922.568    1873.934      7796.502 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_441                                          1954     5934.623    1859.832      7794.455 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_434                                          1951     5873.226    1854.893      7728.119 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_447                                          1932     5875.252    1849.837      7725.089 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_429                                          1941     5868.181    1851.683      7719.864 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_427                                          1909     5874.431    1829.532      7703.963 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_421                                          1924     5836.162    1845.596      7681.758 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_416                                          1908     5847.858    1832.043      7679.901 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_439                                          1885     5859.512    1817.724      7677.236 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_405                                          1895     5847.225    1819.121      7666.347 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_423                                          1900     5842.814    1819.803      7662.617 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_404                                          1911     5824.363    1828.102      7652.464 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_437                                          1919     5814.094    1838.213      7652.307 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_440                                          1944     5796.284    1854.028      7650.312 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_420                                          1917     5811.307    1836.882      7648.189 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_415                                          1919     5804.595    1841.289      7645.884 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_428                                          1937     5790.111    1847.908      7638.019 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_406                                          1934     5796.182    1839.759      7635.941 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_433                                          1926     5791.462    1842.370      7633.832 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_444                                          1911     5801.098    1830.413      7631.511 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_435                                          1908     5789.701    1827.054      7616.755 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_443                                          1901     5790.599    1820.302      7610.901 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_436                                          1903     5778.817    1827.170      7605.987 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_430                                          1866     5780.783    1800.961      7581.744 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_426                                          1894     5762.777    1817.841      7580.618 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_419                                          1894     5757.664    1812.918      7570.582 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_431                                          1879     5761.024    1808.794      7569.818 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_432                                          1893     5751.799    1817.475      7569.274 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_418                                          1880     5755.330    1805.152      7560.482 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_445                                          1864     5741.163    1801.310      7542.473 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_424                                          1865     5745.155    1795.008      7540.163 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_438                                          1874     5736.896    1801.543      7538.439 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_442                                          1865     5730.407    1797.003      7527.410 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_446                                          1870     5722.677    1801.793      7524.470 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_417                                          1864     5717.137    1802.757      7519.894 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_414                                          1883     5677.149    1816.377      7493.526 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_407                                          1846     5659.023    1781.654      7440.676 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_589                                               921     2459.271     830.459      3289.730 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_588                                               915     2402.370     821.828      3224.199 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_587                                               903     2390.982     798.563      3189.545 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_590                                               888     2334.133     793.258      3127.391 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_591                                               904     2316.571     787.204      3103.776 
      u_tx_crc_inst                                   ucie_crc8_W496_16                                         3129     7545.674    2504.799     10050.473 
    head_gen[1].u_head                                chiplet_head_HEAD_ID1_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      285933   881481.180  280101.201   1161582.380 
      sa_main                                         systolic_array_M8_N8_K8_4                               198041   589416.275  192918.733    782335.008 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_271                                          1995     5977.117    1907.843      7884.960 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_267                                          1973     5959.709    1905.698      7865.407 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_268                                          1945     5970.397    1888.286      7858.683 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_270                                          1941     5946.816    1886.989      7833.805 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_269                                          1944     5930.998    1886.058      7817.056 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_310                                          1950     5901.116    1869.145      7770.261 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_301                                          1929     5913.240    1854.810      7768.049 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_317                                          1938     5908.443    1850.652      7759.095 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_318                                          1936     5864.505    1864.122      7728.627 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_295                                          1912     5893.908    1831.012      7724.920 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_279                                          1948     5867.292    1851.783      7719.075 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_302                                          1890     5895.516    1818.173      7713.689 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_292                                          1941     5869.575    1841.173      7710.748 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_289                                          1944     5851.261    1853.828      7705.089 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_287                                          1905     5845.900    1831.028      7676.928 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_319                                          1893     5852.466    1820.784      7673.251 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_297                                          1922     5822.208    1842.270      7664.478 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_293                                          1901     5837.521    1825.856      7663.378 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_309                                          1878     5848.679    1812.602      7661.281 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_286                                          1891     5820.908    1836.782      7657.691 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_303                                          1883     5844.301    1812.902      7657.203 
