============================================================
  Generated by:           Genus(TM) Synthesis Solution 19.12-s121_1
  Generated on:           Jun 07 2026  12:44:32 pm
  Module:                 top_NUM_HEADS8_TILE_DIM8_D_HEAD8_D_MODEL512_FIFO_D256
  Technology libraries:   typical 
                          physical_cells 
  Operating conditions:   typical 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                       Instance                                             Module                        Cell Count   Cell Area    Net Area     Total Area 
------------------------------------------------------------------------------------------------------------------------------------------------------------
top_NUM_HEADS8_TILE_DIM8_D_HEAD8_D_MODEL512_FIFO_D256                                                        3432394 12258610.850 3479269.455  15737880.305 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_298                                          1913     5812.145    1832.725      7644.869 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_304                                          1878     5820.413    1811.987      7632.399 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_311                                          1879     5814.145    1815.130      7629.275 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_308                                          1877     5810.537    1812.236      7622.774 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_277                                          1898     5792.129    1823.595      7615.724 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_291                                          1908     5779.894    1825.574      7605.468 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_307                                          1938     5750.815    1852.332      7603.147 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_314                                          1868     5783.100    1804.187      7587.288 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_312                                          1894     5760.015    1818.523      7578.538 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_305                                          1876     5769.805    1806.499      7576.304 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_299                                          1876     5766.778    1803.539      7570.317 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_290                                          1878     5760.802    1807.846      7568.648 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_300                                          1863     5769.301    1796.671      7565.971 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_294                                          1926     5732.664    1830.812      7563.476 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_306                                          1869     5757.809    1803.888      7561.697 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_313                                          1923     5721.284    1837.265      7558.549 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_278                                          1875     5748.473    1806.782      7555.254 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_315                                          1846     5765.393    1787.075      7552.468 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_288                                          1874     5747.395    1804.304      7551.699 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_316                                          1840     5746.010    1784.165      7530.175 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_276                                          1860     5721.532    1802.774      7524.306 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_296                                          1902     5682.681    1820.884      7503.565 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_333                                               908     2284.252     810.004      3094.256 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_331                                               885     2255.986     793.507      3049.493 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_335                                               879     2231.576     786.772      3018.348 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_334                                               855     2238.732     774.998      3013.730 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_332                                               828     2135.482     739.792      2875.274 
      u_tx_crc_inst                                   ucie_crc8_W496_10                                         2825     7605.199    2242.225      9847.425 
    head_gen[6].u_head                                chiplet_head_HEAD_ID6_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      284294   881735.098  278738.993   1160474.090 
      sa_main                                         systolic_array_M8_N8_K8_9                               199693   587700.940  193715.351    781416.290 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_587                                          2028     6087.805    1941.203      8029.008 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_589                                          2004     6019.987    1922.777      7942.764 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_591                                          1992     6002.160    1913.547      7915.707 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_590                                          1980     5998.364    1891.462      7889.826 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_588                                          1990     5980.426    1902.039      7882.465 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_619                                          1978     5940.318    1873.269      7813.587 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_617                                          1951     5932.537    1862.992      7795.529 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_625                                          1944     5921.978    1856.922      7778.900 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_621                                          1934     5893.652    1834.022      7727.674 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_609                                          1958     5865.830    1857.570      7723.400 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_611                                          1934     5850.278    1844.050      7694.327 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_634                                          1924     5847.003    1839.560      7686.563 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_622                                          1926     5848.816    1831.976      7680.792 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_620                                          1908     5846.310    1827.852      7674.163 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_623                                          1928     5826.757    1843.235      7669.992 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_607                                          1909     5830.245    1827.253      7657.498 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_636                                          1931     5818.950    1832.375      7651.326 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_631                                          1907     5818.549    1831.694      7650.242 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_613                                          1897     5828.373    1821.217      7649.589 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_615                                          1928     5792.471    1848.640      7641.111 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_633                                          1892     5817.924    1818.406      7636.331 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_629                                          1905     5800.799    1828.185      7628.983 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_596                                          1940     5760.622    1861.844      7622.466 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_618                                          1897     5796.729    1819.520      7616.249 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_598                                          1911     5792.505    1820.452      7612.957 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_628                                          1901     5778.586    1814.299      7592.884 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_639                                          1925     5742.975    1840.840      7583.815 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_608                                          1893     5763.324    1818.140      7581.464 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_637                                          1935     5724.866    1842.520      7567.386 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_614                                          1887     5750.550    1810.590      7561.140 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_624                                          1887     5746.823    1812.087      7558.909 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_606                                          1915     5713.016    1841.871      7554.887 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_638                                          1870     5733.433    1804.803      7538.236 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_610                                          1909     5700.388    1824.426      7524.814 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_616                                          1915     5696.506    1826.854      7523.360 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_627                                          1874     5708.459    1801.211      7509.669 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_626                                          1924     5665.153    1832.858      7498.011 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_635                                          1930     5654.149    1839.260      7493.410 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_597                                          1886     5674.951    1811.305      7486.256 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_630                                          1900     5631.971    1816.361      7448.331 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_612                                          1906     5626.695    1817.691      7444.386 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_632                                          1884     5612.562    1805.667      7418.229 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_599                                          1884     5513.365    1802.674      7316.039 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_971                                               892     2284.278     790.464      3074.742 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_974                                               860     2204.806     770.341      2975.147 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_972                                               852     2206.404     761.045      2967.450 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_975                                               869     2182.661     779.970      2962.631 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_973                                               851     2170.477     761.344      2931.822 
      u_tx_crc_inst                                   ucie_crc8_W496_25                                         3094     8510.072    2496.317     11006.389 
    head_gen[2].u_head                                chiplet_head_HEAD_ID2_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      280266   873002.675  275453.093   1148455.768 
      sa_main                                         systolic_array_M8_N8_K8_5                               200572   594934.941  194818.977    789753.917 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_331                                          2062     6145.381    1967.129      8112.510 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_363                                          1989     6064.806    1888.286      7953.092 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_335                                          1998     6000.099    1920.914      7921.014 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_334                                          1942     5989.651    1889.567      7879.218 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_332                                          1974     5957.247    1904.733      7861.980 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_362                                          1937     5957.289    1850.303      7807.592 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_369                                          1968     5918.079    1870.891      7788.970 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_354                                          1938     5936.265    1849.055      7785.320 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_378                                          1914     5931.443    1839.427      7770.869 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_370                                          1914     5937.060    1832.575      7769.635 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_364                                          1994     5891.779    1872.654      7764.433 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_383                                          1950     5887.769    1861.062      7748.832 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_380                                          1926     5901.860    1840.873      7742.733 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_360                                          1922     5874.791    1826.305      7701.096 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_333                                          1899     5844.840    1855.308      7700.148 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_352                                          1932     5839.274    1827.653      7666.926 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_351                                          1867     5862.307    1799.065      7661.373 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_368                                          1896     5836.247    1823.661      7659.908 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_358                                          1890     5838.368    1817.209      7655.576 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_379                                          1915     5816.078    1835.884      7651.962 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_357                                          1900     5830.604    1820.152      7650.756 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_375                                          1929     5787.623    1848.457      7636.080 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_367                                          1884     5817.685    1815.795      7633.480 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_359                                          1888     5812.735    1816.494      7629.228 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_381                                          1921     5788.846    1837.897      7626.743 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_377                                          1964     5772.404    1854.327      7626.732 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_373                                          1909     5803.278    1816.943      7620.221 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_374                                          1872     5813.290    1805.468      7618.758 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_350                                          1873     5787.820    1824.543      7612.363 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_371                                          1900     5779.655    1825.507      7605.162 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_361                                          1889     5786.982    1816.527      7603.509 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_353                                          1905     5765.932    1824.609      7590.541 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_376                                          1878     5771.686    1809.043      7580.729 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_365                                          1901     5762.196    1817.591      7579.787 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_355                                          1863     5772.635    1802.591      7575.226 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_341                                          1843     5777.833    1787.674      7565.507 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_340                                          1847     5767.830    1793.760      7561.590 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_343                                          1905     5732.527    1821.333      7553.860 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_372                                          1858     5728.423    1796.138      7524.561 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_382                                          1825     5731.552    1772.873      7504.425 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_366                                          1826     5706.774    1773.771      7480.545 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_342                                          1839     5671.403    1777.330      7448.733 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_356                                          1813     5682.877    1764.741      7447.618 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_462                                               924     2426.148     821.961      3248.109 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_459                                               911     2414.939     809.106      3224.045 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_463                                               880     2268.854     787.421      3056.274 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_461                                               864     2199.231     769.460      2968.691 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_460                                               851     2186.671     756.605      2943.276 
      u_tx_crc_inst                                   ucie_crc8_W496_13                                         2936     8083.008    2381.835     10464.843 
    head_gen[4].u_head                                chiplet_head_HEAD_ID4_D_HEAD8_TILE8_K_DIM8_SEQ_TIL      280269   861788.067  275192.848   1136980.915 
      sa_main                                         systolic_array_M8_N8_K8_7                               199492   592255.302  193911.786    786167.088 
        pe_row_g[1].pe_col_g[6].u_add                 fp32_add_pip_462                                          1911     6098.458    1863.723      7962.182 
        pe_row_g[1].pe_col_g[7].u_add                 fp32_add_pip_463                                          1936     6055.272    1874.367      7929.639 
        pe_row_g[6].pe_col_g[1].u_add                 fp32_add_pip_497                                          1975     5993.362    1874.683      7868.044 
        pe_row_g[7].pe_col_g[7].u_add                 fp32_add_pip_511                                          2010     5955.229    1894.988      7850.217 
        pe_row_g[1].pe_col_g[3].u_add                 fp32_add_pip_459                                          1906     5955.092    1857.354      7812.446 
        pe_row_g[1].pe_col_g[4].u_add                 fp32_add_pip_460                                          1887     5910.624    1848.740      7759.363 
        pe_row_g[1].pe_col_g[5].u_add                 fp32_add_pip_461                                          1870     5916.335    1836.483      7752.818 
        pe_row_g[6].pe_col_g[7].u_add                 fp32_add_pip_503                                          1938     5889.283    1845.480      7734.763 
        pe_row_g[5].pe_col_g[2].u_add                 fp32_add_pip_490                                          1928     5889.710    1840.225      7729.935 
        pe_row_g[7].pe_col_g[3].u_add                 fp32_add_pip_507                                          1918     5880.690    1840.375      7721.065 
        pe_row_g[4].pe_col_g[1].u_add                 fp32_add_pip_481                                          1945     5878.587    1837.980      7716.567 
        pe_row_g[7].pe_col_g[2].u_add                 fp32_add_pip_506                                          1958     5864.590    1849.887      7714.477 
        pe_row_g[4].pe_col_g[6].u_add                 fp32_add_pip_486                                          1937     5855.339    1847.975      7703.314 
        pe_row_g[5].pe_col_g[1].u_add                 fp32_add_pip_489                                          1905     5865.839    1826.139      7691.978 
        pe_row_g[7].pe_col_g[1].u_add                 fp32_add_pip_505                                          1939     5845.344    1835.036      7680.381 
        pe_row_g[4].pe_col_g[7].u_add                 fp32_add_pip_487                                          1927     5842.369    1832.375      7674.744 
        pe_row_g[4].pe_col_g[0].u_add                 fp32_add_pip_480                                          1912     5832.913    1822.115      7655.027 
        pe_row_g[7].pe_col_g[6].u_add                 fp32_add_pip_510                                          1944     5794.010    1850.569      7644.579 
        pe_row_g[4].pe_col_g[2].u_add                 fp32_add_pip_482                                          1912     5809.067    1832.625      7641.692 
        pe_row_g[5].pe_col_g[0].u_add                 fp32_add_pip_488                                          1921     5806.886    1830.796      7637.682 
        pe_row_g[6].pe_col_g[6].u_add                 fp32_add_pip_502                                          1908     5801.774    1828.301      7630.075 
        pe_row_g[6].pe_col_g[2].u_add                 fp32_add_pip_498                                          1908     5794.036    1830.413      7624.449 
        pe_row_g[4].pe_col_g[3].u_add                 fp32_add_pip_483                                          1895     5794.497    1819.470      7613.968 
        pe_row_g[6].pe_col_g[3].u_add                 fp32_add_pip_499                                          1920     5756.809    1843.268      7600.077 
        pe_row_g[6].pe_col_g[0].u_add                 fp32_add_pip_496                                          1880     5778.022    1805.169      7583.190 
        pe_row_g[5].pe_col_g[6].u_add                 fp32_add_pip_494                                          1880     5765.436    1804.902      7570.338 
        pe_row_g[5].pe_col_g[5].u_add                 fp32_add_pip_493                                          1900     5735.691    1823.994      7559.684 
        pe_row_g[5].pe_col_g[3].u_add                 fp32_add_pip_491                                          1914     5716.350    1837.780      7554.131 
        pe_row_g[7].pe_col_g[0].u_add                 fp32_add_pip_504                                          1860     5760.999    1792.563      7553.561 
        pe_row_g[7].pe_col_g[5].u_add                 fp32_add_pip_509                                          1860     5739.093    1792.081      7531.174 
        pe_row_g[6].pe_col_g[5].u_add                 fp32_add_pip_501                                          1860     5725.371    1793.960      7519.331 
        pe_row_g[2].pe_col_g[6].u_add                 fp32_add_pip_470                                          1911     5685.861    1832.642      7518.503 
        pe_row_g[5].pe_col_g[7].u_add                 fp32_add_pip_495                                          1851     5729.355    1786.776      7516.131 
        pe_row_g[7].pe_col_g[4].u_add                 fp32_add_pip_508                                          1867     5715.778    1797.169      7512.947 
        pe_row_g[3].pe_col_g[7].u_add                 fp32_add_pip_479                                          1879     5690.803    1810.008      7500.811 
        pe_row_g[5].pe_col_g[4].u_add                 fp32_add_pip_492                                          1844     5706.381    1779.408      7485.790 
        pe_row_g[2].pe_col_g[7].u_add                 fp32_add_pip_471                                          1905     5663.323    1820.934      7484.257 
        pe_row_g[4].pe_col_g[5].u_add                 fp32_add_pip_485                                          1852     5689.401    1789.353      7478.754 
        pe_row_g[6].pe_col_g[4].u_add                 fp32_add_pip_500                                          1864     5678.953    1794.592      7473.545 
        pe_row_g[4].pe_col_g[4].u_add                 fp32_add_pip_484                                          1855     5681.372    1790.351      7471.723 
        pe_row_g[2].pe_col_g[5].u_add                 fp32_add_pip_469                                          1855     5666.316    1793.860      7460.176 
        pe_row_g[2].pe_col_g[4].u_add                 fp32_add_pip_468                                          1881     5633.586    1811.022      7444.609 
        pe_row_g[3].pe_col_g[6].u_add                 fp32_add_pip_478                                          1878     5624.729    1810.690      7435.418 
        pe_row_g[1].pe_col_g[6].u_mul                 fp32_mul_718                                               916     2409.219     815.525      3224.744 
        pe_row_g[1].pe_col_g[5].u_mul                 fp32_mul_717                                               901     2396.120     807.693      3203.813 
        pe_row_g[1].pe_col_g[4].u_mul                 fp32_mul_716                                               894     2341.058     803.153      3144.211 
        pe_row_g[1].pe_col_g[7].u_mul                 fp32_mul_719                                               887     2349.301     794.189      3143.490 
        pe_row_g[1].pe_col_g[3].u_mul                 fp32_mul_715                                               842     2225.240     754.576      2979.816 
      u_tx_crc_inst                                   ucie_crc8_W496_19                                         2846     6955.288    2282.071      9237.359 
    u_ctx_rx1                                         ucie_rx_TILE_DIM8_26                                      3510    12647.083    2601.486     15248.569 
